"","x"
"113",8.70930983581259
"114",8.36160429255519
"115",8.48494254410885
"116",8.59416055064754
"117",8.36672124279919
"118",9.27355273745898
"119",9.697299961728
"120",8.78392644309349
"121",8.86154621752678
"122",9.48937516268393
"123",8.4307383998364
"124",8.33555910154112
"125",8.32133166097492
"126",9.02158771810679
"127",8.45943797313516
"128",8.2910869134711
"129",8.4343599984935
"130",8.30829273061249
"131",8.5946897033898
"132",9.33685017690557
"133",8.42469777959432
"134",9.49920458189252
"135",8.4300749778758
"136",9.19668996952386
"137",8.69042478608686
"138",8.37783047934292
"139",8.36783474830654
"140",8.59222335258979
"141",8.85075564865685
"142",8.35728870006639
"143",8.93316366431407
"144",8.80413814387227
"145",8.95133497356752
"146",8.3224165567229
"147",8.3287994132128
"148",8.499745144233
"149",8.56937239711086
"150",8.50995907747669
"151",8.56326800898337
"152",8.30681554230111
"153",8.39224595815334
"154",8.47241402057191
"155",8.7891750182918
"156",8.44254475405202
"157",8.38876179027782
"158",8.45341744752833
"159",8.37649244400849
"160",8.34341808769231
"161",8.41538741679149
"162",8.35936132337813
"163",8.34870927989708
"164",8.40369376826729
"165",8.42839320281755
"166",8.42768414868823
"167",8.72532542835961
"168",8.81512969612022
"169",8.55157954351013
"170",9.00526605789382
"171",9.23141475075278
"172",8.64399767180557
"173",9.75649892427888
"174",8.31928424153354
"175",8.63813850365261
"176",8.87318547263489
"177",8.3116850687454
"178",8.29546745279939
"179",8.68942475469928
"180",8.44392708161091
"181",8.38419022145017
"182",8.51574664595729
"183",9.43475122962002
"184",8.44995671281638
"185",8.53775677282801
"186",8.77910236266646
"187",8.5741430597904
"188",8.42317109646534
"189",8.43086321412317
"190",8.32794259821521
"191",8.60427222995231
"192",8.4310223734927
"193",8.41273333673292
"194",8.40228175589897
"195",8.58456629897532
"196",8.68289980010681
"197",9.09956604054953
"198",8.27116454446245
"199",9.19022500024428
"200",8.88271467930719
"201",8.44079163940254
"202",8.24150394543431
"203",8.31296027153731
"204",8.47012651760238
"205",9.31199006839735
"206",8.39230510841614
"207",9.35162768738929
"208",8.57447781713158
"209",8.31027622643637
"210",8.96711237373797
"211",8.55690497737239
"212",8.4326471753289
"213",8.99872594867185
"214",8.28049158925077
"215",8.18346700707806
"216",8.57560415012735
"217",8.39977018596836
"218",8.99476762109303
"219",8.41824306368141
"220",8.34233395876109
"221",8.25287251009528
"222",8.3356782669225
"223",8.43304538519752
"224",8.63056884289855
"225",10.098010263767
"226",8.38104190950693
"227",8.44508338850808
"228",8.31355723484114
"229",8.70520568293189
"230",9.24604157067384
"231",8.31034898454606
"232",8.85061060057496
"233",8.50921345024595
"234",9.01517294273788
"235",8.90372557396448
"236",8.60760225426953
"237",8.35025752009496
"238",8.53748571684143
"239",8.30717713787003
"240",9.63709780255587
"241",8.30824168596665
"242",8.49496974787039
"243",8.45145699536379
"244",8.41487486301162
"245",8.43794301983433
"246",8.30551505644086
"247",8.43052798531821
"248",8.8847677874756
"249",8.30591857215293
"250",9.3047527594059
"251",8.27069953290153
"252",9.15485312543666
"253",8.60740127324191
"254",8.42282418346728
"255",8.62625399916472
"256",8.5638936747059
