"","N","Loss","Entropy Mean","Entropy Standart Deviation","Total Entropy(Byte)"
"1",32,1054.22477027995,9.78529622371002,0.435251169052194,39.1411848948401
"2",48,882.796999511719,9.33128307696317,0.123960667220482,55.987698461779
"3",64,685.355372981771,9.02139758724621,0.249806529878708,72.1711806979697
"4",80,821.111923811849,8.7795171636678,0.330881488745492,87.795171636678
"5",96,790.116869954427,8.63962588277818,0.379169569571327,103.675510593338
"6",112,674.556727734375,8.40614977149228,0.503511323219169,117.686096800892
