"","x"
"395",5.857356011177
"396",5.8787420198428
"397",5.79063418865054
"398",5.82819678619845
"399",5.78137348109188
"400",5.75321118706475
"401",5.78777347655936
"402",5.81939686173366
"403",5.78315349575353
"404",5.70456502234345
"405",5.79703374372514
"406",5.7748428095767
"407",5.624308545169
"408",5.73038994542989
"409",5.6832498189889
"410",5.64853831387291
"411",5.73671643453521
"412",5.68649709335139
"413",5.68273242385226
"414",5.67726606579264
"415",5.64225735904406
"416",5.58564583415267
"417",5.60388937847928
"418",5.69784023353031
"419",5.55456382854444
"420",5.61056835679984
"421",5.48047762341008
"422",5.64369228493721
"423",5.60288987786823
"424",5.59053865745345
"425",5.11116916045261
"426",5.4977486085032
"427",5.53180000287178
"428",5.41432552692748
"429",4.65556311551759
"430",5.48907502927704
"431",5.42037103300648
"432",5.27739401367687
"433",5.43722440039924
"434",5.46364287146983
"435",5.4927588804833
"436",5.32606564565519
"437",5.27331158166114
"438",5.39878101543371
"439",5.31148029742004
"440",5.2929347409723
"441",5.35668897040672
"442",5.37023237197924
"443",5.18679157250327
"444",5.27955974171047
"445",5.25891881251807
"446",5.30306928494307
"447",5.30370222225636
"448",5.13472624768719
"449",5.20323379481684
"450",4.9752288666792
"451",5.20955506160284
"452",5.23074337976884
"453",5.13456681789125
"454",5.14460029625642
"455",4.99024317792047
"456",4.99675703692397
"457",5.03412286584772
"458",4.98956354807859
"459",5.01808357362683
"460",5.11558005291615
"461",4.6127542496896
"462",4.82138713441823
"463",4.67512013536304
"464",4.86871528083986
"465",4.72082853462982
"466",4.75498491057642
"467",4.72531407131776
"468",4.94650818809311
"469",4.79873838761344
"470",4.83730236532547
"471",4.56874600196204
"472",4.82684362534452
"473",4.7677378760265
"474",4.81665516384169
"475",4.80542451590635
"476",4.54548241152661
"477",4.57333241007805
"478",3.90007475864718
"479",4.65890811362004
"480",4.74165629459531
"481",4.70687423454561
"482",4.54132743983645
"483",4.64007738199475
"484",4.59455380937722
"485",4.69758128346737
"486",4.52995573905705
"487",4.57451525753769
"488",4.34370558533817
"489",4.47416200938249
"490",4.45804784322456
"491",4.4813388514897
"492",4.10369141697304
"493",4.13392324792072
"494",3.83726753200085
"495",3.99311084770178
"496",4.14527607521189
"497",4.20527189602589
"498",3.72211071914496
"499",3.92876199863312
"500",3.66194102631466
"501",2.90713932401659
"502",4.12154557065682
