"","x"
"132",7.90314569724071
"133",7.8826583415449
"134",8.1912519265112
"135",7.88216666222086
"136",8.24468342168312
"137",7.75045717674207
"138",7.96802007331512
"139",7.84024244296928
"140",7.84146702789257
"141",7.98847554089403
"142",8.14370718840739
"143",7.84617350503188
"144",7.89196984084638
"145",7.88368382778978
"146",8.50086561989414
"147",7.84784500945106
"148",8.63876091287906
"149",7.75609077588729
"150",7.83970352771971
"151",7.9065050646007
"152",7.82818819356522
"153",7.8452946114218
"154",7.99556102573024
"155",7.7766551986558
"156",7.83592139291427
"157",7.77531715236284
"158",8.12537365511489
"159",8.0815965128636
"160",7.87981312004005
"161",7.89091979904816
"162",7.81427667879485
"163",7.83469325552367
"164",8.98132962079058
"165",7.81494956680128
"166",8.11371723323701
"167",7.76624959044957
"168",7.78306180940624
"169",7.8831023628663
"170",7.96142567819093
"171",9.41363602832944
"172",7.88645594287404
"173",7.97630641578161
"174",8.37373807246613
"175",7.85800935845408
"176",7.81271166406727
"177",7.92565556814448
"178",9.01068628213686
"179",9.29062897432407
"180",8.16575991304738
"181",8.20932747872778
"182",9.41371016590299
"183",7.86021945916858
"184",9.08945406508036
"185",7.97470569878211
"186",8.44903511275495
"187",7.99085032977595
"188",8.40491810468107
"189",7.80629003232491
"190",7.74053145624885
"191",7.91467832526043
"192",8.12878918360326
"193",8.09780583928315
"194",8.6516522658411
"195",7.96142752004914
"196",7.7958428376263
"197",7.92801858961671
"198",7.82420507551391
"199",7.83370254420701
"200",7.93738005411282
"201",7.82629085238065
"202",7.82601166576798
"203",7.79446185465431
"204",8.69703076817484
"205",7.86748193321532
"206",8.28187940450164
"207",7.94765029946813
"208",7.85804614988122
"209",7.90526523544192
"210",8.2687400756898
"211",9.20999893580178
"212",7.97574551064425
"213",7.94247239103112
"214",9.12494791290281
"215",7.98399316631355
"216",7.79980830734416
"217",9.397803896112
"218",7.84729779723541
"219",8.21804912646138
"220",8.10556368471684
"221",7.87744255680159
"222",8.15849371263463
"223",8.49760423809772
"224",7.92852736605342
"225",7.84264393369549
"226",8.12190572204304
"227",7.9222041981501
"228",7.84357160885012
"229",7.91117218639628
"230",8.37112638535507
"231",8.17867989768897
"232",8.39800996736023
"233",8.42266452627615
"234",7.89609584152071
"235",7.79749374609143
"236",7.93615800938302
"237",9.03169918483425
"238",8.99660885338006
"239",8.33860114358761
"240",7.86826562304335
"241",7.93865534570295
"242",8.22160888974446
"243",7.8931725492792
"244",8.17834979476862
"245",7.87029311535705
"246",7.83221275121726
"247",7.94424496047653
"248",7.8189146881775
"249",7.8438605752934
"250",8.71141559912093
"251",8.10586339889222
"252",7.89221653023912
"253",7.8393338479066
"254",7.8973391622319
"255",8.11754309619038
"256",7.77522606321013
